,Sentiment,Text
903,positive,maybe i don t
904,positive,who knows d
905,positive,broadcaster says fly away reminds him of early happy
906,positive,great night hope you enjoyed the strip club after happy thx for photo
907,positive,right i seriously need a decent butterfly tattoo design
908,positive,if anyone has got a design or could find me one i would be so grateful to you d
909,positive,thanks for the recent follow much appreciated happy want this
910,positive,thanks for the recent follow happy to connect happy have a great thursday
911,positive,good evening happy
912,positive,i always knew you woyould like this one better d hahaha
913,positive,sure do happy
914,positive,yes it would have if it hadn t been for those meddling clouds smile
915,positive,gamer follow train follow meretweet thisfollow all who retweetedgain active followers happy 450
916,positive,thanks for sharing my iris photo i really appreciate it smile
917,positive,rt for 13 ffs it s not much but they re free legit free but follow me first to get them quicker be patient i will g
918,positive,myth is a good team
919,positive,but genix deserves so much more than myth open your eyes the community want
920,positive,hellooo happy satans daughter taylynnox
921,positive,mutual let s talk more me for sure mutual happy me
922,positive,hellooo happy lil strait daddyy rat
923,positive,are you also attractive to liza soberano happy
924,positive,pfft crying with joy oh i hope year oldu re okay
925,positive,papa bird i hope year oldu don t mind because i want to stay with year old
926,positive,hellooo happy kyle davies rebelbyacause
927,positive,opera nirjhor as long as they are not claiming to be the first one d rosi
928,positive,will miss it but i m on an open education seminar in palestine happy
929,positive,stats for the day have arrived 1 new follower and no unfollowers happy via
930,positive,wow my friend dara shared this from her hubby he looks terrific order yours here
931,positive,annapurna studios production no 29 on floors tomorrow in this heat we are going to turn on the heat happy can t expre
932,positive,will there be a new amazingphil video today happy
933,positive,veronice and jughead happy
934,positive,cpl swallows just gone over the house heard them whilst flying my drone happy
935,positive,who wants some good vibes watch this on youtube or tv100 application now for free happy
936,positive,we ve 80 so far in our collection of 150 happy new gin menu coming soon as well
937,positive,that would be a great trick happy
938,positive,i don 27t know he looks so cool crying with joy
939,positive,hellooo happy pussy creepz x
940,positive,on snapchat happy
941,positive,enjoy smile h e r
942,positive,rt if you hate me crying with joy
943,positive,die evil raven d
944,positive,never give up on the things that make you smile happy
945,positive,stats for the day have arrived 1 new follower and no unfollowers happy via
946,positive,haha thanks fansnim happy
947,positive,i took a full drink into my uber i guess you could say instant message pretty wild these are the tuesdays we ll never forget happy
948,positive,it s a very cute picture though d
