,Sentiment,Text
12507,negative,another generic response guys cmon you re terrible how about an actual helpful person not all the rude employees at lax
12508,negative,i tried extremely rude even the supervisor and when i asked to speak to his supervisor i was told no
12509,negative,yes but you are still human i hope dealing with all the horror stories people share i complained to dot everyone should
12510,negative,try contacting everyone on that flight with a refund offer and we might believe you are sincere
12511,negative,i have filed multiple complaints i prefer to continue warning the public instead of wasting more time with this inhumane corp
12512,negative,worst experience of my life avoid at all costs they will lose your belongings and have no humanity to even offer compensation
12513,negative,terror story my luggage was delayed both ways on an international flight for over 5 days total angrycustomer
12514,negative,worst service ever delayed flights for more than 5 hours plus you missed my bag and your employees are rude
12515,negative,thanks for the generic computer generated response how about you accommodate your travelers instead of just saying sorry
12516,negative,they are giving cots to the people that did not get hotel rooms that is terrible
12517,negative,i did twice got a letter back saying that your company doesn t issue refunds for phone bills help phone will be shut off
12519,neutral,yes no one is answering and i m on a train
12520,negative,ty but their site says please note that we do not offer a print subscription service for american way
12521,negative,its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them
12522,neutral,just hoping praying for a safe flight they ve had to stop and de ice our plane yet again
12523,negative,after losing my bags for 4 days amp charging me 475 to arrange pick up in argentina claiming tollfree won t reimburse me help
12524,negative,pity that a machine replied or perhaps my story not unusual expected better response given article in in flight magazine
12525,negative,i have been rebooked for the 7am flight my questions is why do some people get hotel and the others don t like myself
12526,negative,i responded your info different than your customer service line
12527,neutral,done
12528,negative,will not help us on the phone at the gate or in checkin i book travel for clients and cannot believe the lack of service
12529,negative,no no no you dm me i pay you money and you want to me to reach out to you for help how about the other way around
12530,negative,i had a 6am flight i can get no rest because i have to wait another 2 hours to receive an automated phone call neveragain
12531,negative,does not know the meaning of customer service nightmare paid for direct flight bumped to dallas flight cancelled flighted terrible
